timestamp,sensor_id,humidity_rad,temp_rad,humidity_room,temp_room,temperature (outdoor)
4/3/2025 20:32,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 20:35,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 20:42,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 20:45,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 20:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 20:55,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:05,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:15,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:25,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:35,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:45,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 21:55,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:05,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:15,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:25,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:35,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:45,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 22:55,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:05,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:15,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:25,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:35,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:45,room,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/3/2025 23:55,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:05,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:15,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:25,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:35,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:45,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 0:55,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 1:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 2:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 3:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 4:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 5:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 6:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 7:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 8:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 9:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 10:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 11:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:43,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:53,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 12:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:03,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:13,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:23,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:33,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 13:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:06,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:16,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:26,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:36,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:46,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 14:56,room,#N/A,#N/A,#N/A,#N/A,
4/4/2025 15:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 15:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 15:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 15:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 15:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 15:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 16:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 16:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 16:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 16:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 16:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 16:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 17:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 17:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 17:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 17:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 17:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 17:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 18:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 18:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 18:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 18:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 18:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 18:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 19:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 19:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 19:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 19:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 19:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 19:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 20:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 20:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 20:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 20:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 20:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 20:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 21:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 21:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 21:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 21:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 21:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 21:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 22:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 22:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 22:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 22:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 22:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 22:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 23:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 23:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 23:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 23:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 23:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/4/2025 23:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 0:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 0:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 0:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 0:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 0:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 0:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 1:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 1:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 1:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 1:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 1:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 1:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 2:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 2:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 2:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 2:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 2:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 2:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 3:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 3:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 3:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 3:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 3:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 3:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 4:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 4:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 4:24,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 4:34,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 4:44,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 4:54,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 5:04,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 5:14,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 5:25,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 5:35,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 5:45,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 5:55,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 6:05,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 6:15,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 6:25,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 6:35,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 6:45,radiator,#N/A,#N/A,#N/A,#N/A,
4/5/2025 6:55,radiator,#N/A,#N/A,#N/A,#N/A,
